client_id,created_at,recycled_at,ticket_id,anomalía,cantidad,recycled_qt,non_recycled_qt,Brand,recycled_platform,points_used
b5b99dc6-0250-4723-a2de-cf4da8f384a9,24/12/2021,26/12/2021,357450,true,1,1,0,Savory Delights,Mobile,215
699fd955-172c-422d-a8e1-fb3db3504704,26/11/2021,30/11/2021,305327,true,53,0,53,Savory Delights,Web,271
ecd40a62-fe41-42da-af87-3d3c085dde94,12/04/2021,21/04/2021,394829,true,97,51,46,Crunchies,Web,187
52fab68f-ecfc-4792-b022-28f028259165,26/10/2020,31/10/2020,623726,false,17,5,12,Gourmet Goodies,Mobile,242
7cca0b09-5b92-4b7f-bd70-205f68cde690,05/12/2020,10/12/2020,85009,false,81,73,8,Crunchies,Web,144
75d5f5a7-91cc-47a8-80a8-833d0034783e,27/04/2021,02/05/2021,789800,false,86,39,47,Gourmet Goodies,Web,153
e9e6e07a-8708-42d3-8006-d989c5975d0f,31/05/2021,05/06/2021,556962,false,10,9,1,Gourmet Goodies,Mobile,223
bd391499-d0f0-46b2-af6d-926e71612ae1,27/05/2021,04/06/2021,174083,true,91,43,48,Savory Delights,Mobile,128
08481ddf-c5e6-46da-904e-be14891e4854,04/01/2020,08/01/2020,293062,false,3,1,2,Savory Delights,Web,240
e83b182b-61ff-4874-a44c-9d560d91e416,08/06/2020,12/06/2020,652746,true,78,65,13,Gourmet Goodies,Mobile,97
a85b4ccc-dc58-49f6-8231-9b85011b2475,06/03/2020,08/03/2020,261111,true,59,21,38,Munchies,Mobile,156
9da95fd5-1310-4f6a-925f-82133c73e93b,02/11/2021,03/11/2021,497973,false,84,16,68,Savory Delights,Mobile,66
de7d408a-7a8d-40e6-a599-d8d012d401bf,18/07/2020,20/07/2020,229795,true,25,19,6,Munchies,Web,116
d56057a5-b33f-4a74-9a6a-bd49a20cdf02,04/11/2020,04/11/2020,205857,true,60,26,34,Scrumptious Cuisine,Mobile,197
aa3723d9-c481-4d68-9967-ebb92b896d7f,14/03/2020,15/03/2020,90531,false,50,9,41,Savory Delights,Web,216
a9d9d5ba-834b-4033-8efe-0e9dcd16f08e,12/11/2021,19/11/2021,352182,false,42,0,42,Crunchies,Mobile,238
9da95fd5-1310-4f6a-925f-82133c73e93b,04/10/2020,05/10/2020,753238,true,48,5,43,Savory Delights,Mobile,226
a7a54c2d-12fe-42c2-8615-f9287f3eabc0,05/07/2020,05/07/2020,565306,true,5,5,0,Crunchies,Mobile,174
1ceaa6bb-206e-4038-b126-cece5b548803,19/01/2021,23/01/2021,819142,true,9,6,3,Crunchies,Web,45
61b9c9a6-239c-4dbe-bbcc-182e60c655c7,29/08/2021,02/09/2021,82823,false,1,1,0,Savory Delights,Mobile,60
2b39fe47-c27b-41bc-b02a-1c3f920fc998,13/08/2021,23/08/2021,247301,false,27,26,1,Gourmet Goodies,Mobile,39
d8215ad3-b364-403c-85e9-a530eeea024b,28/08/2021,05/09/2021,749710,true,58,2,56,Yummy Treats,Mobile,219
74cc9c36-79d7-470a-92e9-44db81788e40,07/06/2020,09/06/2020,914382,true,58,13,45,Savory Delights,Web,185
78df1de5-c8ad-4f4a-a89d-37b93d10463d,31/10/2020,08/11/2020,302794,false,42,28,14,Yummy Treats,Mobile,245
b90ffaf6-17d5-4d31-baba-7f2e83c0797f,14/01/2021,20/01/2021,319420,false,17,12,5,Crunchies,Mobile,57
eb99b4a1-c835-4e69-81b3-b6286b5029fc,08/10/2020,12/10/2020,120301,false,1,0,1,Yummy Treats,Mobile,139
34b30db5-e21d-425d-954c-691ec0599b9f,25/05/2020,03/06/2020,879667,true,59,36,23,Crunchies,Web,184
0581ff85-46c7-4407-a5a6-d43f1564fc47,13/12/2020,17/12/2020,537772,false,2,0,2,Munchies,Web,278
977013a2-3483-494f-a82b-98a035e4d55e,18/09/2020,23/09/2020,401921,false,36,11,25,Yummy Treats,Web,161
f9aae94e-887e-4181-9638-ac568a3df87e,21/01/2020,29/01/2020,25603,false,50,36,14,Scrumptious Cuisine,Web,268
acf3588e-cd67-426e-b87f-4d4dec071b4c,10/01/2020,16/01/2020,638080,false,83,75,8,Savory Delights,Web,217
fc54c261-4895-43a9-98a5-5e94dc29484e,28/03/2021,03/04/2021,136201,true,59,2,57,Munchies,Web,88
1e9ca334-f455-4b44-b798-cbf25d8f992d,06/06/2021,15/06/2021,264599,false,72,37,35,Yummy Treats,Web,116
bd844fcd-47f2-416a-af97-4ade7d528c6e,21/11/2021,01/12/2021,698210,false,73,70,3,Munchies,Web,180
54ddccd6-6923-43c2-9358-4dee90c922d3,05/07/2021,07/07/2021,66266,false,48,35,13,Savory Delights,Web,283
128d7c05-3b7b-4120-9b2a-56db00088c47,12/06/2020,16/06/2020,946819,false,43,16,27,Munchies,Web,112
0100c33a-a1f2-4efe-a20e-4f8cfa9f9dc0,29/06/2020,29/06/2020,909331,true,79,66,13,Savory Delights,Mobile,71
8bb53e45-aefc-46c0-bf0e-3627fb4dcdd6,29/04/2021,30/04/2021,431454,true,25,20,5,Crunchies,Web,297
030d35b3-65fd-4052-ac1e-94f2bea71a27,12/07/2021,14/07/2021,160576,false,26,18,8,Gourmet Goodies,Web,271
870a40bd-86f6-4632-b2dc-1d1b44a12f0b,28/10/2020,03/11/2020,239026,true,88,1,87,Crunchies,Mobile,125
d8c10541-cf72-4805-9c62-9b57d8f1dec6,15/02/2021,22/02/2021,34015,false,54,3,51,Scrumptious Cuisine,Web,271
bd391499-d0f0-46b2-af6d-926e71612ae1,06/10/2021,06/10/2021,105918,false,76,16,60,Yummy Treats,Mobile,146
b5b99dc6-0250-4723-a2de-cf4da8f384a9,11/06/2020,12/06/2020,778703,true,53,2,51,Crunchies,Mobile,233
75d5f5a7-91cc-47a8-80a8-833d0034783e,12/01/2021,13/01/2021,775626,true,5,2,3,Scrumptious Cuisine,Web,11
6539d22f-3728-458e-bea5-f02c3dfd8891,17/04/2020,25/04/2020,578721,true,41,33,8,Munchies,Mobile,9
34856bcb-2a78-42e0-bca4-33454ae34929,21/01/2021,26/01/2021,895558,false,70,40,30,Crunchies,Mobile,189
3d517f3a-eaa2-42c1-b768-445187366518,04/12/2020,08/12/2020,721776,false,93,30,63,Gourmet Goodies,Web,9
3cc674c3-7c43-4220-afe5-ca260da80f22,13/09/2020,16/09/2020,845208,true,83,58,25,Yummy Treats,Mobile,172
5e7be24c-d49c-4a30-83ee-f79ad37e80b5,01/08/2021,06/08/2021,887352,true,43,20,23,Taste Temptations,Mobile,27
178291e2-fcb6-4f4c-848b-37e21ce2b3e9,03/06/2021,05/06/2021,774733,true,38,2,36,Yummy Treats,Mobile,43
878e7a1a-baa7-4c87-a361-b9bf49eaab84,19/05/2020,20/05/2020,495945,false,35,5,30,Yummy Treats,Mobile,137
d3e3321e-c835-4d43-b5a8-19793e1134fb,26/03/2021,03/04/2021,958910,true,20,11,9,Taste Temptations,Mobile,268
5d6d9357-2049-4efd-92de-f866108e20f5,11/02/2020,12/02/2020,283852,false,31,30,1,Yummy Treats,Web,115
5472aa31-466c-4b09-a483-4606882ea3ae,10/09/2020,20/09/2020,799735,true,69,45,24,Savory Delights,Mobile,172
f6496fe3-5a11-4fca-bbb0-a4ddfc5098e2,18/11/2021,22/11/2021,351351,false,88,7,81,Gourmet Goodies,Mobile,15
439aee1e-6bd8-4124-bf51-cd7d40162389,25/02/2020,26/02/2020,125623,true,81,51,30,Savory Delights,Mobile,152
0898a9e0-1b2a-4721-9087-059b8d645278,31/01/2021,09/02/2021,562905,false,67,2,65,Yummy Treats,Web,22
e504a81f-196b-42a8-b5fa-7f1858c20212,23/01/2021,28/01/2021,205804,true,94,37,57,Savory Delights,Web,29
f9aae94e-887e-4181-9638-ac568a3df87e,29/08/2020,07/09/2020,535214,false,83,19,64,Savory Delights,Mobile,180
faf6c800-1c1b-4cde-9b5b-eb4a6ba0126a,02/07/2020,07/07/2020,646815,true,6,3,3,Crunchies,Web,294
370bea43-7bf2-4192-967c-1e96173004cd,07/04/2021,15/04/2021,390392,true,30,8,22,Yummy Treats,Web,300
976ff47c-55a1-4b45-afb2-91dacff7ad62,01/10/2020,02/10/2020,803044,true,33,0,33,Yummy Treats,Web,253
77ce27c1-d697-4b6a-8645-e9b006f8e793,25/01/2021,31/01/2021,182727,true,69,40,29,Savory Delights,Web,104
de7d408a-7a8d-40e6-a599-d8d012d401bf,29/09/2021,07/10/2021,321404,true,56,13,43,Savory Delights,Web,230
d41ac385-d409-4a67-8020-c179e3fdb5b0,05/03/2021,07/03/2021,806410,true,94,35,59,Yummy Treats,Web,35
9e05f6f1-ffb8-412b-af78-152be0984795,24/12/2021,29/12/2021,351432,true,71,45,26,Savory Delights,Mobile,83
d8c10541-cf72-4805-9c62-9b57d8f1dec6,10/10/2020,11/10/2020,185499,false,11,7,4,Gourmet Goodies,Web,146
6a36d26e-d392-4462-a4ce-45e0ef895a2c,13/10/2021,21/10/2021,494791,false,16,13,3,Taste Temptations,Web,145
fab3e999-2b84-43b4-a147-4f2f1bf8d0cc,24/05/2020,26/05/2020,347181,true,28,10,18,Yummy Treats,Mobile,139
5c30d575-0fac-49f8-a3c3-7b70125742f9,20/10/2020,28/10/2020,604665,true,92,29,63,Scrumptious Cuisine,Web,136
75ef63da-749a-414d-8340-0ed0fc4b6a33,21/02/2020,23/02/2020,329346,true,20,19,1,Savory Delights,Web,81
6539d22f-3728-458e-bea5-f02c3dfd8891,18/07/2021,25/07/2021,29212,true,5,0,5,Gourmet Goodies,Web,300
a8e3c1b9-adf2-4b3c-aacf-563d90108167,07/11/2021,16/11/2021,652685,false,2,2,0,Savory Delights,Web,84
99d30302-bd0d-44a3-b60f-da2d488c7983,01/02/2020,01/02/2020,60095,false,82,51,31,Crunchies,Web,99
b2fd8123-3a8a-4c1d-a886-851ef5efca57,12/06/2021,13/06/2021,661779,true,96,6,90,Crunchies,Mobile,203
ad81f045-1bd1-4b8c-b3a8-79b9df9c0394,28/03/2020,05/04/2020,417412,true,27,16,11,Savory Delights,Web,27
4f1778a0-dd41-43da-857f-becf38ecb730,02/04/2021,12/04/2021,199610,false,22,8,14,Crunchies,Web,288
c4725507-6286-460b-a903-1070d825a1be,26/04/2020,01/05/2020,757199,true,89,89,0,Savory Delights,Web,37
4426fd04-6eba-413b-b120-51a861c751d8,26/03/2020,02/04/2020,167331,true,57,45,12,Gourmet Goodies,Web,59
b2363b51-4abb-42f3-ab0b-4f55febdd5f6,15/09/2021,18/09/2021,471517,true,63,37,26,Yummy Treats,Web,183
de7d408a-7a8d-40e6-a599-d8d012d401bf,11/01/2021,16/01/2021,621552,true,81,28,53,Savory Delights,Mobile,183
1487b3d4-9f1e-444a-83c3-586977c57e5d,14/07/2020,15/07/2020,481969,true,24,11,13,Yummy Treats,Mobile,289
e6eb8e3b-0e9b-46b9-bddb-71ea6d3ea10b,04/04/2021,08/04/2021,387438,false,100,37,63,Yummy Treats,Mobile,125
483298fc-9c03-40dc-956a-faa9f0bfb680,09/10/2021,17/10/2021,627283,true,99,93,6,Savory Delights,Mobile,233
c4725507-6286-460b-a903-1070d825a1be,14/11/2021,21/11/2021,954771,true,90,14,76,Scrumptious Cuisine,Web,133
18099676-55e7-4f75-9005-2558e18b7fb9,17/06/2021,27/06/2021,769942,false,83,44,39,Savory Delights,Mobile,285
b3a90dd0-6663-4f26-9f37-a3e389eef462,31/05/2020,06/06/2020,785601,false,30,28,2,Savory Delights,Web,233
c24a180a-cd92-425a-bb18-82910e692b33,31/01/2020,08/02/2020,112725,false,11,11,0,Scrumptious Cuisine,Web,204
7c9fea94-60ad-4336-bc5c-52271eb10cae,15/02/2020,21/02/2020,171690,true,71,58,13,Munchies,Mobile,279
d8c10541-cf72-4805-9c62-9b57d8f1dec6,29/07/2020,06/08/2020,548800,true,9,5,4,Crunchies,Mobile,253
b218a871-3744-42e9-b5c3-014a5748011d,09/06/2020,18/06/2020,864357,true,60,46,14,Crunchies,Mobile,187
699fd955-172c-422d-a8e1-fb3db3504704,29/12/2021,08/01/2022,408645,true,21,13,8,Crunchies,Web,84
01710422-e88a-4746-acff-5d4d386ce8bd,23/04/2020,29/04/2020,799780,false,42,39,3,Yummy Treats,Web,195
0b4b5cdc-d439-40d8-a114-e1a70d52df00,02/06/2020,02/06/2020,865955,true,73,40,33,Gourmet Goodies,Web,61
2af20a0c-d4c1-4efe-967a-cb6877ad27f1,09/03/2020,17/03/2020,3518,false,26,19,7,Gourmet Goodies,Mobile,22
a85b4ccc-dc58-49f6-8231-9b85011b2475,02/02/2021,04/02/2021,781820,false,79,46,33,Taste Temptations,Mobile,95
513840a7-3a57-4349-b01f-029368809a91,15/12/2021,20/12/2021,288624,false,86,22,64,Yummy Treats,Mobile,229
c2c55fce-ce24-4f24-baac-dbc6ebc143ec,30/06/2021,10/07/2021,477938,true,79,2,77,Savory Delights,Web,2
f03230f8-59bc-428f-8bcc-e20ff77c91eb,26/07/2021,31/07/2021,312280,false,25,2,23,Yummy Treats,Web,244
5f1642c7-8e43-412f-8ba6-e7ede84523d7,30/10/2020,07/11/2020,822843,false,27,2,25,Gourmet Goodies,Web,207
e83b182b-61ff-4874-a44c-9d560d91e416,22/04/2020,24/04/2020,174648,false,55,8,47,Savory Delights,Mobile,32
50366c99-4a2e-498b-992c-e739e5dc146f,10/11/2021,18/11/2021,468202,false,75,9,66,Gourmet Goodies,Mobile,279
4f1778a0-dd41-43da-857f-becf38ecb730,21/05/2020,22/05/2020,324440,false,13,13,0,Crunchies,Mobile,265
bff65c01-bd77-4978-8909-6c6496a49b7f,03/08/2020,06/08/2020,42506,false,91,11,80,Savory Delights,Mobile,162
faf6c800-1c1b-4cde-9b5b-eb4a6ba0126a,09/02/2021,11/02/2021,752639,false,11,9,2,Yummy Treats,Mobile,242
c24a180a-cd92-425a-bb18-82910e692b33,17/08/2021,24/08/2021,657171,true,3,0,3,Savory Delights,Web,156
75d5f5a7-91cc-47a8-80a8-833d0034783e,28/11/2021,08/12/2021,13094,false,50,4,46,Munchies,Mobile,249
546963d7-36b6-4698-a33c-121cee6b3141,02/05/2020,03/05/2020,199542,false,82,69,13,Gourmet Goodies,Web,268
c2c55fce-ce24-4f24-baac-dbc6ebc143ec,03/11/2020,13/11/2020,509529,true,6,4,2,Scrumptious Cuisine,Mobile,257
d8215ad3-b364-403c-85e9-a530eeea024b,24/12/2020,28/12/2020,287402,true,77,12,65,Munchies,Web,203
0b4b5cdc-d439-40d8-a114-e1a70d52df00,13/01/2020,17/01/2020,594295,false,46,40,6,Savory Delights,Web,140
c0be2e1f-2b7f-4bc4-b152-cfa3e8e6fe45,01/10/2021,05/10/2021,645055,true,59,32,27,Crunchies,Web,178
0de6cf69-ef26-43ef-9e15-01f2a4d72b34,24/06/2021,02/07/2021,764894,true,99,25,74,Munchies,Web,72
874dc103-7606-415f-9731-0960decfe2c7,27/07/2020,30/07/2020,871892,true,63,4,59,Munchies,Mobile,130
5e34692b-2955-456d-9a9d-be88ee7b2689,10/12/2020,17/12/2020,962107,false,74,7,67,Savory Delights,Web,188
85b191ef-40e5-4e65-8438-a0f3f6a09196,27/12/2020,05/01/2021,561695,true,5,3,2,Gourmet Goodies,Mobile,207
acf3588e-cd67-426e-b87f-4d4dec071b4c,16/12/2020,24/12/2020,379399,false,66,4,62,Taste Temptations,Web,54
5c30d575-0fac-49f8-a3c3-7b70125742f9,27/03/2021,30/03/2021,338522,true,57,17,40,Yummy Treats,Mobile,120
99d30302-bd0d-44a3-b60f-da2d488c7983,28/02/2020,28/02/2020,605336,false,54,16,38,Munchies,Web,150
b5b99dc6-0250-4723-a2de-cf4da8f384a9,10/07/2021,13/07/2021,11817,true,12,1,11,Gourmet Goodies,Web,206
01710422-e88a-4746-acff-5d4d386ce8bd,26/03/2021,01/04/2021,771635,true,63,32,31,Yummy Treats,Web,22
ad81f045-1bd1-4b8c-b3a8-79b9df9c0394,14/07/2020,17/07/2020,630187,true,79,58,21,Savory Delights,Mobile,256
6fab029a-de56-4fca-bd22-3a0df877c8dc,13/04/2021,14/04/2021,721393,true,64,35,29,Taste Temptations,Mobile,193
757bf2f2-8f05-45f3-a2e0-d3f849da99e6,09/02/2021,17/02/2021,974782,true,47,18,29,Yummy Treats,Web,300
8779be59-59ab-4ec0-a428-ff15d419662f,14/12/2020,18/12/2020,926404,false,29,13,16,Scrumptious Cuisine,Web,20
bbc08184-5148-4f98-a786-457ba44ac51a,22/06/2021,25/06/2021,214395,true,1,0,1,Gourmet Goodies,Mobile,65
fb3de05d-d685-419d-abe0-0b1faad39835,13/06/2020,20/06/2020,602246,true,56,10,46,Savory Delights,Web,186
ccf17ff2-8cb6-4111-96fe-60c0fbae76a3,23/06/2021,26/06/2021,86781,false,30,23,7,Savory Delights,Web,238
73f1e742-ff28-4ba8-ab8d-797777046a60,02/04/2020,11/04/2020,494457,false,37,22,15,Yummy Treats,Web,98
79a1f4cc-8370-42eb-aeac-6e4583da868c,20/05/2021,30/05/2021,371358,false,88,11,77,Taste Temptations,Web,268
d3f8f80f-828c-40c4-b755-05a96c5fcc84,20/08/2021,28/08/2021,941725,false,77,16,61,Gourmet Goodies,Mobile,277
2de21e12-5df5-4bf1-8707-3056f4149949,22/09/2020,26/09/2020,34760,true,67,30,37,Gourmet Goodies,Web,182
09ada5ca-6672-4f73-b8d4-f4c7b3d74408,26/09/2020,02/10/2020,444465,true,52,23,29,Yummy Treats,Mobile,161
f870f32b-865f-4b15-98c3-4d28930293dd,25/11/2020,30/11/2020,106145,true,87,47,40,Savory Delights,Web,67
810ee813-86db-4a60-9f7c-b5c38a1d2f9e,12/08/2021,18/08/2021,133419,true,100,37,63,Scrumptious Cuisine,Mobile,222
483298fc-9c03-40dc-956a-faa9f0bfb680,09/09/2020,13/09/2020,40495,false,53,18,35,Scrumptious Cuisine,Mobile,223
97b7126a-57c8-40be-b30d-4b3652a74fec,09/05/2021,13/05/2021,511909,false,57,36,21,Crunchies,Web,78
43594e55-2b7a-4e57-9d8f-57036f94c9ee,19/02/2020,23/02/2020,491630,true,84,57,27,Taste Temptations,Web,0
85b191ef-40e5-4e65-8438-a0f3f6a09196,22/10/2021,26/10/2021,403885,true,13,13,0,Savory Delights,Web,189
73f1e742-ff28-4ba8-ab8d-797777046a60,09/10/2020,12/10/2020,600766,false,67,17,50,Gourmet Goodies,Web,268
7ec69fda-d99b-4355-87e0-eb608b34ec5f,10/03/2020,16/03/2020,42968,false,38,13,25,Yummy Treats,Mobile,81
2af20a0c-d4c1-4efe-967a-cb6877ad27f1,12/01/2021,16/01/2021,756722,true,65,61,4,Yummy Treats,Web,57
fb4d53a3-ecd4-48c5-b148-ca5201ae6d02,06/09/2020,08/09/2020,775587,true,76,5,71,Savory Delights,Mobile,204
bbc08184-5148-4f98-a786-457ba44ac51a,24/07/2020,01/08/2020,830039,true,34,12,22,Scrumptious Cuisine,Mobile,193
2b39fe47-c27b-41bc-b02a-1c3f920fc998,01/02/2020,06/02/2020,418575,true,55,18,37,Yummy Treats,Web,77
b218a871-3744-42e9-b5c3-014a5748011d,04/03/2021,05/03/2021,911705,true,39,12,27,Crunchies,Web,96
f6c4aec4-e718-41db-b510-9ea2738bb87f,31/03/2020,05/04/2020,926024,false,90,60,30,Munchies,Web,1
c1107090-17bd-4b12-b727-229df5f4fbc8,14/05/2021,23/05/2021,928659,false,73,61,12,Crunchies,Mobile,211
eea1ad1d-3f51-4673-9f5b-225fed5ebba4,14/08/2020,14/08/2020,812974,true,8,1,7,Crunchies,Web,278
d41ac385-d409-4a67-8020-c179e3fdb5b0,09/11/2021,11/11/2021,560912,false,13,12,1,Yummy Treats,Mobile,300
9886830d-67f3-4d25-ad2c-7ac711e6b729,15/03/2020,24/03/2020,39355,false,100,15,85,Gourmet Goodies,Mobile,264
78df1de5-c8ad-4f4a-a89d-37b93d10463d,13/02/2020,14/02/2020,650238,false,27,17,10,Taste Temptations,Web,75
749befd7-fabb-4cf1-852e-d24472ac9400,10/10/2020,20/10/2020,127936,false,85,72,13,Taste Temptations,Web,154
d7bbe3a3-7c63-4352-ab12-ca06c7fa3cc8,15/12/2021,18/12/2021,779174,true,18,8,10,Crunchies,Mobile,115
71ced41b-7278-4145-ba20-518f6858aea1,28/02/2021,04/03/2021,612000,true,10,5,5,Savory Delights,Web,224
00900a57-a158-433b-91e5-e548eada2616,22/08/2020,26/08/2020,240970,false,100,31,69,Scrumptious Cuisine,Mobile,252
9423d2dc-612b-4bd9-a6d6-4274b6c57a49,13/06/2020,16/06/2020,77459,true,9,9,0,Munchies,Mobile,158
43594e55-2b7a-4e57-9d8f-57036f94c9ee,27/01/2021,04/02/2021,399644,true,10,8,2,Taste Temptations,Mobile,10
58208688-d194-4b2c-9b0a-2a3f6c709cd5,21/07/2021,22/07/2021,471911,false,38,21,17,Taste Temptations,Web,44
c4725507-6286-460b-a903-1070d825a1be,16/11/2021,26/11/2021,897723,false,43,1,42,Savory Delights,Mobile,112
a04cb19d-93ff-4313-bcd8-6508a38a98c2,19/11/2020,27/11/2020,377524,true,80,53,27,Yummy Treats,Web,188
bbc08184-5148-4f98-a786-457ba44ac51a,06/03/2020,10/03/2020,585332,true,14,0,14,Crunchies,Web,82
1487b3d4-9f1e-444a-83c3-586977c57e5d,03/10/2020,06/10/2020,760511,false,1,0,1,Savory Delights,Mobile,42
ad7eb4bd-1f5e-4294-9712-bbbfb83b8fc5,04/09/2020,04/09/2020,241074,true,76,68,8,Savory Delights,Mobile,82
5f1642c7-8e43-412f-8ba6-e7ede84523d7,21/08/2021,24/08/2021,501677,false,33,15,18,Crunchies,Web,148
dad48f96-10a3-487e-b667-4b013b9df32d,28/08/2020,06/09/2020,933558,true,27,8,19,Crunchies,Mobile,62
030d35b3-65fd-4052-ac1e-94f2bea71a27,06/04/2021,11/04/2021,141954,false,74,30,44,Scrumptious Cuisine,Mobile,252
4a6a2ada-a46e-4011-88fc-d6e43949049f,25/12/2021,25/12/2021,898073,true,28,8,20,Crunchies,Mobile,114
75ef63da-749a-414d-8340-0ed0fc4b6a33,12/06/2021,21/06/2021,661024,true,46,37,9,Taste Temptations,Mobile,168
1ceaa6bb-206e-4038-b126-cece5b548803,03/03/2020,10/03/2020,696900,false,48,15,33,Yummy Treats,Web,228
16711baf-dabe-4512-8ff1-155c8268565d,28/02/2020,04/03/2020,986278,false,72,49,23,Gourmet Goodies,Web,200
2b39fe47-c27b-41bc-b02a-1c3f920fc998,21/02/2020,27/02/2020,693258,true,65,52,13,Savory Delights,Web,193
3d517f3a-eaa2-42c1-b768-445187366518,07/07/2020,17/07/2020,763582,true,94,28,66,Crunchies,Mobile,227
16fd5f33-b7c0-4c84-8bde-e405a4c2696b,22/06/2021,02/07/2021,265288,true,25,25,0,Savory Delights,Mobile,31
5e7be24c-d49c-4a30-83ee-f79ad37e80b5,18/05/2020,19/05/2020,438289,false,53,31,22,Savory Delights,Mobile,239
7cca0b09-5b92-4b7f-bd70-205f68cde690,09/01/2021,17/01/2021,725275,false,12,7,5,Savory Delights,Mobile,166
1794d523-c9a4-4123-9f82-9e348c6f4302,15/09/2021,20/09/2021,493236,true,89,86,3,Savory Delights,Web,51
f053e1a7-be56-4773-92a3-b9d2a493ae32,06/09/2021,12/09/2021,796674,false,73,73,0,Gourmet Goodies,Web,193
ccf17ff2-8cb6-4111-96fe-60c0fbae76a3,16/04/2020,16/04/2020,237114,true,10,10,0,Savory Delights,Mobile,56
a21ef5a7-3fb6-4c54-bbc3-059cd2eabd40,28/08/2020,06/09/2020,40500,true,39,30,9,Yummy Treats,Mobile,155
a04cb19d-93ff-4313-bcd8-6508a38a98c2,02/05/2021,06/05/2021,852929,false,74,3,71,Crunchies,Web,67
b28db105-e4ee-4d74-bd4d-62ec69e2a8c6,19/11/2021,25/11/2021,405224,false,78,45,33,Munchies,Web,275
9da95fd5-1310-4f6a-925f-82133c73e93b,14/05/2020,21/05/2020,332813,false,54,21,33,Crunchies,Mobile,161
71eaa997-cfd8-45c3-8394-059be6c09774,24/02/2021,03/03/2021,644292,false,8,1,7,Savory Delights,Web,34
27eab1ae-a5e4-4d7b-96b9-4234efe68307,05/04/2021,12/04/2021,505142,false,58,46,12,Savory Delights,Mobile,177
ba38697a-bee6-45b7-89ef-a9137ce744e0,03/01/2021,03/01/2021,622483,true,74,66,8,Munchies,Mobile,133
4426fd04-6eba-413b-b120-51a861c751d8,23/03/2021,29/03/2021,837546,false,57,22,35,Munchies,Web,115
73366a59-643f-4029-8af2-9b9b36834dab,03/08/2020,07/08/2020,158667,false,41,18,23,Munchies,Web,130
d41ac385-d409-4a67-8020-c179e3fdb5b0,14/07/2020,17/07/2020,301200,true,97,59,38,Savory Delights,Web,55
c2c55fce-ce24-4f24-baac-dbc6ebc143ec,22/02/2021,01/03/2021,149503,true,84,11,73,Crunchies,Mobile,46
